date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:20	6517/6517	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/chunks/6893-8aeab6e8d9b60182.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/chunks/6893-8aeab6e8d9b60182.js	(from https://quiety-next.themetags.com/software-application)
16:31:20	44636/44636	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/chunks/9958-c23cc526f6438b7e.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/chunks/9958-c23cc526f6438b7e.js	(from https://quiety-next.themetags.com/software-application)
16:31:20	9629/9629	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/chunks/9463-7f2d4fbff6600c01.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/chunks/9463-7f2d4fbff6600c01.js	(from https://quiety-next.themetags.com/software-application)
16:31:21	5887/5887	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/chunks/1518-92c3777ecb925a67.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/chunks/1518-92c3777ecb925a67.js	(from https://quiety-next.themetags.com/software-application)
16:31:21	31291/31291	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/chunks/pages/software-application-32acce3cc1bffbfe.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/chunks/pages/software-application-32acce3cc1bffbfe.js	(from https://quiety-next.themetags.com/software-application)
16:31:21	5287/5287	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/gnVgWYgNx_siz8d2uyExf/_buildManifest.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/gnVgWYgNx_siz8d2uyExf/_buildManifest.js	(from https://quiety-next.themetags.com/software-application)
16:31:22	77/77	---M--	200	added ('OK')	application/javascript	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/gnVgWYgNx_siz8d2uyExf/_ssgManifest.js	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/gnVgWYgNx_siz8d2uyExf/_ssgManifest.js	(from https://quiety-next.themetags.com/software-application)
16:31:22	708/708	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20May%202023%2011:01:24%20GMT	https://quiety-next.themetags.com/'/page-header-bg.svg'	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/'/page-header-bg.svg'	(from https://quiety-next.themetags.com/software-application)
16:31:22	33640/33640	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/request-demo	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/request-demo.html	(from https://quiety-next.themetags.com/software-application)
16:31:23	115792/115792	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/about-us	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/about-us.html	(from https://quiety-next.themetags.com/software-application)
16:31:23	24616/24616	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-1.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-1.svg	(from https://quiety-next.themetags.com/software-application)
16:31:24	24616/24616	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-3.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-3.svg	(from https://quiety-next.themetags.com/software-application)
16:31:24	71950/71950	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-2.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-2.svg	(from https://quiety-next.themetags.com/software-application)
16:31:25	16487/16487	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/screen/animated-screen-2.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/screen/animated-screen-2.svg	(from https://quiety-next.themetags.com/software-application)
16:31:25	77414/77414	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/screen/animated-screen-1.svg?imwidth=1920	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/screen/animated-screen-166b5.svg	(from https://quiety-next.themetags.com/software-application)
16:31:25	4616/4616	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/shape/dot-big-square.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/shape/dot-big-square.svg	(from https://quiety-next.themetags.com/software-application)
16:31:26	6574/6574	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-1.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-1.svg	(from https://quiety-next.themetags.com/software-application)
16:31:26	4213/4213	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-2.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-2.svg	(from https://quiety-next.themetags.com/software-application)
16:31:26	8719/8719	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-3.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-3.svg	(from https://quiety-next.themetags.com/software-application)
16:31:26	6488/6488	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-4.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-4.svg	(from https://quiety-next.themetags.com/software-application)
16:31:27	3961/3961	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-5.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-5.svg	(from https://quiety-next.themetags.com/software-application)
16:31:27	6219/6219	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-6.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-6.svg	(from https://quiety-next.themetags.com/software-application)
16:31:27	3746/3746	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-7.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-7.svg	(from https://quiety-next.themetags.com/software-application)
16:31:27	2549/2549	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/clients/client-logo-8.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/clients/client-logo-8.svg	(from https://quiety-next.themetags.com/software-application)
16:31:28	57537/57537	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/screen/widget-12.png	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/screen/widget-12.png	(from https://quiety-next.themetags.com/software-application)
16:31:29	44619/44619	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/screen/widget-8.png	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/screen/widget-8.png	(from https://quiety-next.themetags.com/software-application)
16:31:29	36890/36890	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/screen/widget-11.png	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/screen/widget-11.png	(from https://quiety-next.themetags.com/software-application)
16:31:29	62037/62037	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/feature-hero-img.svg?imwidth=3840	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/feature-hero-img3679.svg	(from https://quiety-next.themetags.com/software-application)
16:31:30	74729/74729	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/feature-hero-img-2.svg?imwidth=3840	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/feature-hero-img-23679.svg	(from https://quiety-next.themetags.com/software-application)
16:31:30	23380/23380	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/testimonial/quotes-dot.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/quotes-dot.svg	(from https://quiety-next.themetags.com/software-application)
16:31:31	25805/25805	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/3.jpg?imwidth=128	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/3e12c.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:31	26184/26184	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/1.jpg?imwidth=128	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/1e12c.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:31	43713/43713	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/4.jpg?imwidth=128	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/4e12c.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:32	20955/20955	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/contact-us	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/contact-us.html	(from https://quiety-next.themetags.com/software-application)
16:31:32	30642/30642	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/integrations	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integrations.html	(from https://quiety-next.themetags.com/software-application)
16:31:32	995/995	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/airbnb.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/airbnb5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:33	741/741	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/figma.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/figma5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:33	783/783	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/facebook.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/facebook5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:33	1041/1041	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/sales-force.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/sales-force5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:34	1383/1383	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/atlassian.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/atlassian5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:34	1841/1841	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/dropbox-2.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/dropbox-25436.png	(from https://quiety-next.themetags.com/software-application)
16:31:34	686/686	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/dynamic-365.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/dynamic-3655436.png	(from https://quiety-next.themetags.com/software-application)
16:31:34	1046/1046	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/erecruiter.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/erecruiter5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:35	702/702	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/evernote.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/evernote5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:35	977/977	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/google-icon.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/google-icon5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:35	830/830	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/slack.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/slack5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:36	494/494	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/google-analytics.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/google-analytics5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:36	838/838	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/google-drive.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/google-drive5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:36	771/771	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/hubspot.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/hubspot5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:36	1860/1860	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/instagram.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/instagram5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:37	514/514	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/linkedin.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/linkedin5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:37	2789/2789	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/mailchimp.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/mailchimp5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:37	452/452	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/integations/marekto.png?imwidth=96	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/integations/marekto5436.png	(from https://quiety-next.themetags.com/software-application)
16:31:38	39763/39763	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/blogs	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/blogs.html	(from https://quiety-next.themetags.com/software-application)
16:31:38	34754/34754	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/blog-single	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/blog-single.html	(from https://quiety-next.themetags.com/software-application)
16:31:39	61629/61629	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/blog/blog-1.jpg?imwidth=828	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/blog/blog-16356.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:39	39713/39713	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/6.jpg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/6.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:40	63629/63629	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/blog/blog-2.jpg?imwidth=828	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/blog/blog-26356.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:40	26184/26184	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/1.jpg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/1.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:40	42562/42562	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/blog/blog-3.jpg?imwidth=828	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/blog/blog-36356.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:41	25805/25805	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/testimonial/3.jpg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/testimonial/3.jpg	(from https://quiety-next.themetags.com/software-application)
16:31:41	124512/124512	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2021:23:10%20GMT	https://quiety-next.themetags.com/	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/index.html	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:41	330/330	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/dots.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/dots.svg	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:42	708/708	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20May%202023%2011:01:43%20GMT	https://quiety-next.themetags.com/public/shape/dot-big-square.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/public/shape/dot-big-square.svg	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:42	522/522	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Jan%202023%2019:41:28%20GMT	https://quiety-next.themetags.com/dropdown-arrow.svg	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/dropdown-arrow.svg	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:43	708/708	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20May%202023%2011:01:45%20GMT	https://quiety-next.themetags.com/public/faq-bg.png	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/public/faq-bg.png	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:43	57210/57210	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Jan%202023%2019:49:52%20GMT	https://quiety-next.themetags.com/counter-bg.png	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/counter-bg.png	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
16:31:44	78672/78672	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Mar%202023%2021:23:00%20GMT	https://quiety-next.themetags.com/_next/static/media/fa-brands-400.a3aa499a.woff2	C:/My%20Web%20Sites/infi/quiety-next.themetags.com/_next/static/media/fa-brands-400.a3aa499a.woff2	(from https://quiety-next.themetags.com/_next/static/css/a858ede4f2623251.css)
